found_helpfuls,names,product_link,product_name,ratings,review_contents,titles,user_links
0,Ankit Amin,https://www.amazon.com/My-First-Learn-Write-Workbook/dp/1641526270/ref=zg_bs_books_17?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"My First Learn to Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More! (Kids coloring activity books)",3.0 out of 5 stars,<span>Bought this for my son to learn tracing letter and the book is working well.. He traces well in tablets but with this book hoping that he would learn how to hold pencil properly and trace it. Will update review as he uses it more.</span>,Decent workbook for prek kids to learn,/gp/profile/amzn1.account.AF5BVNEISJ64S4FXMESNR33NASJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Bluedevil01,https://www.amazon.com/My-First-Learn-Write-Workbook/dp/1641526270/ref=zg_bs_books_17?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"My First Learn to Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More! (Kids coloring activity books)",4.0 out of 5 stars,"<span>This book is nice and my 4 year likes it. My only complaint is the pages are a little thin, so marker bleeds through. We now remember to use crayons and color pencils only.</span>",Great for 4 year old,
0,Mia & AJ,https://www.amazon.com/My-First-Learn-Write-Workbook/dp/1641526270/ref=zg_bs_books_17?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"My First Learn to Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More! (Kids coloring activity books)",5.0 out of 5 stars,<span>perfect for litte writters! bought this for my 3 year old-- his attention span isn't quite long enough to complete full pages but he gets the idea and is excited to use the book !</span>,really simple & concise book,/gp/profile/amzn1.account.AHLIK5FKSEJ3K4R2CNHY6WNA63UA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Olya Ten,https://www.amazon.com/My-First-Learn-Write-Workbook/dp/1641526270/ref=zg_bs_books_17?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"My First Learn to Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More! (Kids coloring activity books)",5.0 out of 5 stars,"<span>I am preparing for Kindergarten with my 5 year old, we did a lot of research but this book caught our eyes, Great colors, bright, fun to do activities. Would highly recommend.</span>",Bright and Fun Activities,/gp/profile/amzn1.account.AF7HDTRAY2W3FK2D5EZ32JA7NFVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Ammon Bausman,https://www.amazon.com/My-First-Learn-Write-Workbook/dp/1641526270/ref=zg_bs_books_17?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"My First Learn to Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More! (Kids coloring activity books)",5.0 out of 5 stars,<span>He getting there I’m learning what the product is for but it does help him and gives him an idea of what he can do then what he supposed to be doing<br>He still prefers to draw circles</span>,Learning,/gp/profile/amzn1.account.AHY5ZUJJOZPZ2NEB5OTK2CQPHBUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
1,Mary S.,https://www.amazon.com/My-First-Learn-Write-Workbook/dp/1641526270/ref=zg_bs_books_17?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"My First Learn to Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More! (Kids coloring activity books)",5.0 out of 5 stars,<span>I like how clean and crisp it looks!!!!</span>,Clean and crisp!,/gp/profile/amzn1.account.AFJFA6SMYMUKZZATYON2L2PGSN3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Dale,https://www.amazon.com/My-First-Learn-Write-Workbook/dp/1641526270/ref=zg_bs_books_17?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"My First Learn to Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More! (Kids coloring activity books)",5.0 out of 5 stars,"<span>Bought this for my preschooler because, let’s face it, I’m no teacher and this quarantine is not bringing out my teacher side! This book is great. I’ll probably a few more copies!</span>",Must have!,/gp/profile/amzn1.account.AECCLEHGWIROFJDERA3X5KIALZ7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,SupeReuven,https://www.amazon.com/My-First-Learn-Write-Workbook/dp/1641526270/ref=zg_bs_books_17?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"My First Learn to Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More! (Kids coloring activity books)",5.0 out of 5 stars,<span>Already on page 5 and only got this a few days ago!! My son is 4 and now without day care for 2 month cuz of covid so we figured we needed to step it up. Great notebook!</span>,Toddler loves it,/gp/profile/amzn1.account.AEHR5STEHEQIYTIQOY2QJDTV7KVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,KLA,https://www.amazon.com/My-First-Learn-Write-Workbook/dp/1641526270/ref=zg_bs_books_17?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"My First Learn to Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More! (Kids coloring activity books)",5.0 out of 5 stars,<span>This is awesome for my 4 year old during this Coronavirus stay at home order. The tracing is helping him form letters better and he loves doing new letters each day.</span>,Great for my 4 year old,/gp/profile/amzn1.account.AEP7CNZ7PBLMVAF3P6HXT7HL4SEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Diana,https://www.amazon.com/My-First-Learn-Write-Workbook/dp/1641526270/ref=zg_bs_books_17?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"My First Learn to Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More! (Kids coloring activity books)",5.0 out of 5 stars,<span>My daughter absolutely loves this book she feels that she has control over everything lol<br><br>I would highly recommend this to anyone who wants to teach there child to write or to anyone who is having an issue with neatness</span>,Great help with penmanship,/gp/profile/amzn1.account.AGLQSCXXEIIUM22NGBZ4UZDESHFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Debra Albert,https://www.amazon.com/My-First-Learn-Write-Workbook/dp/1641526270/ref=zg_bs_books_17?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"My First Learn to Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More! (Kids coloring activity books)",5.0 out of 5 stars,<span>Perfect for isolation!  My grandson is 4 and missing all preschool classes due to school closings during covid 19. He loves learning and this book is awesome</span>,Great for teaching a toddler during Coronavirus lockdown,/gp/profile/amzn1.account.AGQU3GPYOC7V3SH3FWXHMDKEHV2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Arely Alvidrez,https://www.amazon.com/My-First-Learn-Write-Workbook/dp/1641526270/ref=zg_bs_books_17?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"My First Learn to Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More! (Kids coloring activity books)",5.0 out of 5 stars,<span>My son will be in kindergarten this year. Wanted a head start so he doesn’t feel so lost. You have to ease them into it. Do a page a day and now he loves it.</span>,Great,/gp/profile/amzn1.account.AE3TNOAXHHAMUXPKB7J54OSSLTKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Mensj,https://www.amazon.com/My-First-Learn-Write-Workbook/dp/1641526270/ref=zg_bs_books_17?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"My First Learn to Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More! (Kids coloring activity books)",5.0 out of 5 stars,<span>My toddler girl's writing has improved so much so far since she started using this book. She is able to write her name now after going through this book. Surely recommend.</span>,Best writing tool,/gp/profile/amzn1.account.AHFAIK3IUAX3QMEO4BPPU224MYSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Jocelyn Margate,https://www.amazon.com/My-First-Learn-Write-Workbook/dp/1641526270/ref=zg_bs_books_17?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"My First Learn to Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More! (Kids coloring activity books)",5.0 out of 5 stars,<span>This book helped my 4 year old tremendously with tracing and writing. I highly suggest for those struggling with how to trace or issues with writing.</span>,Great tool for tracing,/gp/profile/amzn1.account.AEMRLNJTREXHXDSBP4SAQQWNICXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Jax,https://www.amazon.com/My-First-Learn-Write-Workbook/dp/1641526270/ref=zg_bs_books_17?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"My First Learn to Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More! (Kids coloring activity books)",5.0 out of 5 stars,<span>Bought this for my 4 yo son to keep up with studies since his preschool closed due to Covid19. He never likes to study with me but this book is so colorful and has so many interesting pages that my son doesn't mind doing the tasks.</span>,Perfect for preschoolers,/gp/profile/amzn1.account.AE26PWAS6IQ56DV3YMXM3G6VQAVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,kmack,https://www.amazon.com/My-First-Learn-Write-Workbook/dp/1641526270/ref=zg_bs_books_17?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"My First Learn to Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More! (Kids coloring activity books)",5.0 out of 5 stars,"<span>Our active 3-yr-old grandson will sit for a few minutes to practice daily with this book.  Size of letters &amp; numbers is perfect, good layout.</span>",Nice!,/gp/profile/amzn1.account.AG4TGLVM3ETCCTNIQFG4ORHMNPKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Markeitta,https://www.amazon.com/My-First-Learn-Write-Workbook/dp/1641526270/ref=zg_bs_books_17?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"My First Learn to Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More! (Kids coloring activity books)",5.0 out of 5 stars,<span>I love this writing book. It starts with basic writing strokes and the moves into letters. Kept my prek baby busy during the stay at home order.</span>,Awesome learning tool for toddlers,/gp/profile/amzn1.account.AFIII4P4MSDCECRRTMMMPD5O2XJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,erica gaines,https://www.amazon.com/My-First-Learn-Write-Workbook/dp/1641526270/ref=zg_bs_books_17?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"My First Learn to Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More! (Kids coloring activity books)",5.0 out of 5 stars,<span>This book is perfect for little beginners to f writing. My daughter is going to Kindergarten and by the time she completes this book she will be ready!</span>,Great for little beginners,/gp/profile/amzn1.account.AEGGCEBXSDHCGRTQ35T3NADR3AGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Rainwink007,https://www.amazon.com/My-First-Learn-Write-Workbook/dp/1641526270/ref=zg_bs_books_17?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"My First Learn to Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More! (Kids coloring activity books)",5.0 out of 5 stars,"<span>This is great! The full-color workbook help students start with learning how to trace lines, curves, and zig-zags.  We are loving this with our five year old!</span>",Great resource!,/gp/profile/amzn1.account.AFZSRLYKVMZVEH63K3UREFMSWB4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Vee,https://www.amazon.com/My-First-Learn-Write-Workbook/dp/1641526270/ref=zg_bs_books_17?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"My First Learn to Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More! (Kids coloring activity books)",5.0 out of 5 stars,<span>I took a glance inside of it and it’s very good for toddlers learning early but i want my 3 year old to have this book to see how he do</span>,Great early learning educational,/gp/profile/amzn1.account.AFCIVG4JJQ5MKNJCUXSHBC6GDVXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Krissy H.,https://www.amazon.com/My-First-Learn-Write-Workbook/dp/1641526270/ref=zg_bs_books_17?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"My First Learn to Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More! (Kids coloring activity books)",5.0 out of 5 stars,<span>Perfect for my 5 year old who needs a little extra help. He's in Pre-K. These pages aren't too hard for him and he enjoys doing them.</span>,Great workbook.,/gp/profile/amzn1.account.AGVT3DGJNYQYV2JS4RXFCCQ4A5AA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Amy,https://www.amazon.com/My-First-Learn-Write-Workbook/dp/1641526270/ref=zg_bs_books_17?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"My First Learn to Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More! (Kids coloring activity books)",3.0 out of 5 stars,<span>This is a good starter book.  The only thing is i wish they had more practice of each letter or number(more lines to practice on).</span>,Recommend,/gp/profile/amzn1.account.AEPOBCFE255QWV4SH6OUC6IUXOZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Anthony Henderson,https://www.amazon.com/My-First-Learn-Write-Workbook/dp/1641526270/ref=zg_bs_books_17?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"My First Learn to Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More! (Kids coloring activity books)",5.0 out of 5 stars,<span>As a teacher there is nothing more difficult then writing! Especially when you have 28+ in your classroom. I have searched for writing material and this is a great beginning tool for PreK and Kindergarten. I use this for my morning work or Fundations (part of our ELA program) unit for practicing on how to write. It gives them a better idea on where to start and really practice that</span>,Great teaching tool,/gp/profile/amzn1.account.AFTDNCSOFV4KQFPN6W2AWIBZ36NA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Lauren D.,https://www.amazon.com/My-First-Learn-Write-Workbook/dp/1641526270/ref=zg_bs_books_17?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"My First Learn to Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More! (Kids coloring activity books)",5.0 out of 5 stars,"<span>This is a wonderful workbook that approaches early learning of letters and numbers from several angles. Children not only learn to write and recognize letters and numbers, they also learn foundational concepts that support the next level of learning. All this well thought out information wrapped up in fun! This book is a win-win! Highly recommend!</span>",Engaging workbook filled with lots of activity,/gp/profile/amzn1.account.AGWZ44B6IIV56WRQXC43LMCX6DDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
0,Sammybreee,https://www.amazon.com/My-First-Learn-Write-Workbook/dp/1641526270/ref=zg_bs_books_17?_encoding=UTF8&psc=1&refRID=RAP6KETCHXY786T8FKEX,"My First Learn to Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More! (Kids coloring activity books)",5.0 out of 5 stars,<span>Exactly want I wanted. It’s simple and has tons of handwriting exercises. It still has pictures and other activities to keep it some what interesting for the kids</span>,Simple and to the point,/gp/profile/amzn1.account.AHEM2G455JWZQBYRG73QQTFW2XDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8
